store_id,sku_id,forecast_units,actual_units,on_hand_units,lead_time_days,pack_size,min_order_qty,safety_stock,raw_reorder_qty,max_reorder_cap,capped_reorder_qty,recommended_reorder_qty,stockout_risk_flag,urgent_reorder_flag,decision_note
9,32,215.56280714371206,239,0.0,7.0,5,20,54.0,270.0,378.0,270.0,270.0,1,1,Urgent review
9,33,161.14003374743277,169,102.0,7.0,1,20,41.0,101.0,282.0,101.0,101.0,0,0,Reorder candidate
9,37,316.79570671461136,338,14.0,2.0,12,0,80.0,383.0,555.0,383.0,384.0,0,0,Reorder candidate
9,38,346.5294743208836,326,57.0,7.0,1,20,87.0,377.0,607.0,377.0,377.0,0,1,Urgent review
9,41,214.39597365290373,208,0.0,7.0,10,0,54.0,269.0,376.0,269.0,270.0,1,1,Urgent review
9,42,418.0197257490554,416,0.0,7.0,6,5,105.0,524.0,732.0,524.0,528.0,1,1,Urgent review
9,44,107.1933610504071,103,35.0,11.0,4,5,27.0,100.0,188.0,100.0,100.0,0,0,Reorder candidate
9,46,72.00589033735032,72,0.0,7.0,5,0,19.0,92.0,127.0,92.0,95.0,1,1,Urgent review
9,47,269.8470672467502,249,0.0,7.0,6,0,68.0,338.0,473.0,338.0,342.0,1,1,Urgent review
9,51,255.8589940214428,236,11.0,4.0,10,5,64.0,309.0,448.0,309.0,310.0,0,0,Reorder candidate
9,52,162.57759806833863,149,35.0,7.0,2,5,41.0,169.0,285.0,169.0,170.0,0,1,Urgent review
9,53,74.51239238102379,85,50.0,10.0,2,5,19.0,44.0,131.0,44.0,44.0,0,0,Reorder candidate
9,58,311.25591731284976,281,114.0,4.0,2,0,78.0,276.0,545.0,276.0,276.0,0,0,Reorder candidate
9,60,202.98126465610378,189,0.0,7.0,2,20,51.0,254.0,356.0,254.0,254.0,1,1,Urgent review
10,1,218.29648553046636,233,0.0,7.0,6,20,55.0,274.0,383.0,274.0,276.0,1,1,Urgent review
10,2,113.0700416437746,106,0.0,7.0,5,0,29.0,143.0,198.0,143.0,145.0,1,1,Urgent review
10,3,241.76980676961318,250,0.0,7.0,12,10,61.0,303.0,424.0,303.0,312.0,1,1,Urgent review
10,4,61.460844140788936,54,88.0,3.0,10,0,16.0,0.0,108.0,0.0,0.0,0,0,No action
10,6,337.3072707176254,331,110.0,12.0,5,0,85.0,313.0,591.0,313.0,315.0,0,0,Reorder candidate
10,7,247.01514776913848,264,105.0,5.0,5,0,62.0,205.0,433.0,205.0,205.0,0,0,Reorder candidate
10,8,250.45268342945357,253,0.0,7.0,4,10,63.0,314.0,439.0,314.0,316.0,1,1,Urgent review
10,12,72.04410341769767,66,0.0,7.0,10,10,19.0,92.0,127.0,92.0,100.0,1,1,Urgent review
10,14,279.7768850782259,279,0.0,7.0,10,5,70.0,350.0,490.0,350.0,350.0,1,1,Urgent review
10,18,154.39830567364908,151,49.0,8.0,1,5,39.0,145.0,271.0,145.0,145.0,0,0,Reorder candidate
10,21,35.077613556590684,29,83.0,8.0,4,5,9.0,0.0,62.0,0.0,8.0,0,0,Reorder candidate
10,28,152.23574786236838,140,0.0,7.0,2,20,39.0,192.0,267.0,192.0,192.0,1,1,Urgent review
10,32,199.02314528102235,199,95.0,7.0,5,20,50.0,155.0,349.0,155.0,155.0,0,0,Reorder candidate
10,33,138.7836624897803,153,43.0,7.0,1,20,35.0,131.0,243.0,131.0,131.0,0,0,Reorder candidate
10,37,332.64954528064163,330,0.0,7.0,12,0,84.0,417.0,583.0,417.0,420.0,1,1,Urgent review
10,38,417.0374079322779,420,0.0,7.0,1,20,105.0,523.0,730.0,523.0,523.0,1,1,Urgent review
10,40,171.0795540094704,156,0.0,7.0,10,0,43.0,215.0,300.0,215.0,220.0,1,1,Urgent review
10,41,210.35268976749785,246,0.0,7.0,10,0,53.0,264.0,369.0,264.0,270.0,1,1,Urgent review
10,42,390.3367750190854,379,116.0,12.0,6,5,98.0,373.0,684.0,373.0,378.0,0,0,Reorder candidate
10,44,74.97903096692612,73,69.0,6.0,4,5,19.0,25.0,132.0,25.0,28.0,0,0,Reorder candidate
10,46,54.66530888919126,48,0.0,7.0,5,0,14.0,69.0,96.0,69.0,70.0,1,1,Urgent review
10,47,231.4034348002583,254,0.0,7.0,6,0,58.0,290.0,405.0,290.0,294.0,1,1,Urgent review
10,48,264.7239189681347,282,118.0,9.0,4,0,67.0,214.0,464.0,214.0,216.0,0,0,Reorder candidate
10,49,104.61882676724454,98,38.0,9.0,4,10,27.0,94.0,184.0,94.0,96.0,0,0,Reorder candidate
10,53,69.81423125657057,64,4.0,7.0,2,5,18.0,84.0,123.0,84.0,84.0,0,1,Urgent review
10,55,193.19621966246058,185,0.0,7.0,12,0,49.0,243.0,339.0,243.0,252.0,1,1,Urgent review
10,56,263.8449028820808,257,52.0,3.0,2,0,66.0,278.0,462.0,278.0,278.0,0,0,Reorder candidate
10,57,137.14198478224347,136,0.0,7.0,5,5,35.0,173.0,240.0,173.0,175.0,1,1,Urgent review
10,59,188.59013939788795,203,105.0,13.0,6,5,48.0,132.0,331.0,132.0,132.0,0,0,Reorder candidate
10,60,283.45984419287635,299,7.0,14.0,2,20,71.0,348.0,497.0,348.0,348.0,0,1,Urgent review
11,1,78.65800156111227,89,0.0,7.0,6,20,20.0,99.0,138.0,99.0,102.0,1,1,Urgent review
11,4,33.79078467889343,38,0.0,7.0,10,0,9.0,43.0,60.0,43.0,50.0,1,1,Urgent review
11,5,190.53724591072069,166,0.0,7.0,2,0,48.0,239.0,334.0,239.0,240.0,1,1,Urgent review
11,8,139.5977373868158,146,0.0,7.0,4,10,35.0,175.0,245.0,175.0,176.0,1,1,Urgent review
11,10,164.1724352171906,188,0.0,7.0,12,20,42.0,207.0,288.0,207.0,216.0,1,1,Urgent review
11,12,45.96658537398409,46,0.0,7.0,10,10,12.0,58.0,81.0,58.0,60.0,1,1,Urgent review
11,14,200.42469794791577,192,0.0,7.0,10,5,51.0,252.0,351.0,252.0,260.0,1,1,Urgent review
11,16,115.4047181131292,106,0.0,7.0,4,0,29.0,145.0,202.0,145.0,148.0,1,1,Urgent review
11,17,99.98546373433882,105,0.0,7.0,10,0,25.0,125.0,175.0,125.0,130.0,1,1,Urgent review
11,18,74.1289043035405,75,0.0,7.0,1,5,19.0,94.0,130.0,94.0,94.0,1,1,Urgent review
11,19,162.65975666866535,134,0.0,7.0,2,20,41.0,204.0,285.0,204.0,204.0,1,1,Urgent review
11,20,200.4040906978825,196,25.0,10.0,12,20,51.0,227.0,351.0,227.0,228.0,0,1,Urgent review
11,24,207.91170711937133,205,2.0,6.0,6,20,52.0,258.0,364.0,258.0,258.0,0,0,Reorder candidate
11,26,31.045408807909837,19,0.0,7.0,6,0,8.0,40.0,55.0,40.0,42.0,1,1,Urgent review
11,30,172.94363438073012,158,0.0,7.0,5,10,44.0,217.0,303.0,217.0,220.0,1,1,Urgent review
11,32,80.2020935600501,61,10.0,4.0,5,20,21.0,92.0,141.0,92.0,95.0,0,0,Reorder candidate
11,36,143.31025629153766,126,42.0,14.0,5,20,36.0,138.0,251.0,138.0,140.0,0,0,Reorder candidate
11,39,207.5686941174604,223,97.0,6.0,2,10,52.0,163.0,364.0,163.0,164.0,0,0,Reorder candidate
11,43,178.96065895726363,191,0.0,7.0,10,20,45.0,224.0,314.0,224.0,230.0,1,1,Urgent review
11,44,51.6493989010787,50,50.0,5.0,4,5,13.0,15.0,91.0,15.0,16.0,0,0,Reorder candidate
11,48,109.21743746062754,118,101.0,11.0,4,0,28.0,37.0,192.0,37.0,40.0,0,0,Reorder candidate
11,49,45.97220188996922,51,0.0,7.0,4,10,12.0,58.0,81.0,58.0,60.0,1,1,Urgent review
11,50,134.77337215465482,135,0.0,7.0,1,10,34.0,169.0,236.0,169.0,169.0,1,1,Urgent review
11,53,34.379438991243354,30,35.0,12.0,2,5,9.0,9.0,61.0,9.0,10.0,0,0,Reorder candidate
11,54,124.82054532251388,129,0.0,7.0,6,20,32.0,157.0,219.0,157.0,162.0,1,1,Urgent review
11,56,156.441482521546,151,69.0,13.0,2,0,40.0,128.0,274.0,128.0,128.0,0,0,Reorder candidate
11,57,76.68603467446067,78,70.0,6.0,5,5,20.0,27.0,135.0,27.0,30.0,0,0,Reorder candidate
11,60,98.69013638765352,99,18.0,13.0,2,20,25.0,106.0,173.0,106.0,106.0,0,1,Urgent review
12,1,365.31605368049856,331,118.0,6.0,6,20,92.0,340.0,640.0,340.0,342.0,0,0,Reorder candidate
12,5,1087.4465006308556,1136,59.0,8.0,2,0,272.0,1301.0,1904.0,1301.0,1302.0,0,1,Urgent review
12,6,1028.478788631456,986,17.0,4.0,5,0,258.0,1270.0,1800.0,1270.0,1270.0,0,0,Reorder candidate
12,7,545.0094550144285,553,0.0,7.0,5,0,137.0,683.0,954.0,683.0,685.0,1,1,Urgent review
12,12,254.4554207529191,248,0.0,7.0,10,10,64.0,319.0,446.0,319.0,320.0,1,1,Urgent review
12,14,1021.2560663920601,1036,0.0,7.0,10,5,256.0,1278.0,1788.0,1278.0,1280.0,1,1,Urgent review
12,15,925.7903593827397,921,23.0,2.0,10,10,232.0,1135.0,1621.0,1135.0,1140.0,0,0,Reorder candidate
12,17,811.6803173300034,841,77.0,14.0,10,0,203.0,938.0,1421.0,938.0,940.0,0,1,Urgent review
12,18,479.0610358959961,452,0.0,7.0,1,5,120.0,600.0,839.0,600.0,600.0,1,1,Urgent review
12,20,929.5407581434954,917,14.0,4.0,12,20,233.0,1149.0,1627.0,1149.0,1152.0,0,0,Reorder candidate
12,21,148.68904291222282,151,47.0,6.0,4,5,38.0,140.0,261.0,140.0,140.0,0,0,Reorder candidate
12,22,95.06018407406464,81,0.0,7.0,2,5,24.0,120.0,167.0,120.0,120.0,1,1,Urgent review
12,27,432.34886545824435,414,0.0,7.0,10,5,109.0,542.0,757.0,542.0,550.0,1,1,Urgent review
12,31,1067.1722539608681,1052,0.0,7.0,4,0,267.0,1335.0,1868.0,1335.0,1336.0,1,1,Urgent review
12,32,462.7516430145516,489,0.0,7.0,5,20,116.0,579.0,810.0,579.0,580.0,1,1,Urgent review
12,34,318.02759311109287,289,0.0,7.0,5,5,80.0,399.0,557.0,399.0,400.0,1,1,Urgent review
12,36,942.3694905784454,1011,0.0,7.0,5,20,236.0,1179.0,1650.0,1179.0,1180.0,1,1,Urgent review
12,37,810.0010254419863,798,91.0,8.0,12,0,203.0,923.0,1418.0,923.0,924.0,0,1,Urgent review
12,39,789.9225318676936,797,25.0,12.0,2,10,198.0,963.0,1383.0,963.0,964.0,0,1,Urgent review
12,40,757.0150829939234,736,35.0,11.0,10,0,190.0,913.0,1325.0,913.0,920.0,0,1,Urgent review
12,41,596.8523624589177,566,0.0,7.0,10,0,150.0,747.0,1045.0,747.0,750.0,1,1,Urgent review
12,42,1025.9726605771307,1055,0.0,7.0,6,5,257.0,1283.0,1796.0,1283.0,1284.0,1,1,Urgent review
12,43,1016.7439948516887,1066,80.0,7.0,10,20,255.0,1192.0,1780.0,1192.0,1200.0,0,1,Urgent review
12,46,177.70743528873825,180,0.0,7.0,5,0,45.0,223.0,311.0,223.0,225.0,1,1,Urgent review
12,47,929.5746120202912,892,0.0,7.0,6,0,233.0,1163.0,1627.0,1163.0,1164.0,1,1,Urgent review
12,48,663.2062118439153,675,0.0,7.0,4,0,166.0,830.0,1161.0,830.0,832.0,1,1,Urgent review
12,49,250.37842220994537,230,9.0,10.0,4,10,63.0,305.0,439.0,305.0,308.0,0,1,Urgent review
12,50,798.0816570625242,779,46.0,2.0,1,10,200.0,953.0,1397.0,953.0,953.0,0,0,Reorder candidate
12,52,368.65133232367094,395,0.0,7.0,2,5,93.0,462.0,646.0,462.0,462.0,1,1,Urgent review
12,53,174.30823395385616,176,0.0,7.0,2,5,44.0,219.0,306.0,219.0,220.0,1,1,Urgent review
12,54,626.0515271760585,630,0.0,7.0,6,20,157.0,784.0,1096.0,784.0,786.0,1,1,Urgent review
12,55,483.43778572712637,490,0.0,7.0,12,0,121.0,605.0,847.0,605.0,612.0,1,1,Urgent review
12,57,600.3720974352777,582,97.0,2.0,5,5,151.0,655.0,1051.0,655.0,655.0,0,0,Reorder candidate
12,59,529.1120085343042,496,113.0,6.0,6,5,133.0,550.0,926.0,550.0,552.0,0,0,Reorder candidate
12,60,728.7792572003483,714,0.0,7.0,2,20,183.0,912.0,1276.0,912.0,912.0,1,1,Urgent review
13,5,182.13070860132413,187,0.0,7.0,2,0,46.0,229.0,319.0,229.0,230.0,1,1,Urgent review
13,11,201.7570930798405,198,0.0,7.0,10,5,51.0,253.0,354.0,253.0,260.0,1,1,Urgent review
13,12,41.77107324628561,32,71.0,8.0,10,10,11.0,0.0,74.0,0.0,10.0,0,0,Reorder candidate
13,15,286.68718650150845,296,35.0,6.0,10,10,72.0,324.0,502.0,324.0,330.0,0,0,Reorder candidate
13,19,287.5388421701524,276,0.0,7.0,2,20,72.0,360.0,504.0,360.0,360.0,1,1,Urgent review
13,20,227.01892533760545,239,64.0,10.0,12,20,57.0,221.0,398.0,221.0,228.0,0,0,Reorder candidate
13,21,27.178421512282654,23,0.0,7.0,4,5,7.0,35.0,48.0,35.0,36.0,1,1,Urgent review
13,24,272.6759130098758,288,0.0,7.0,6,20,69.0,342.0,478.0,342.0,342.0,1,1,Urgent review
13,25,252.94595345730787,249,2.0,14.0,5,10,64.0,315.0,443.0,315.0,315.0,0,1,Urgent review
13,30,187.68644767112963,183,29.0,6.0,5,10,47.0,206.0,329.0,206.0,210.0,0,0,Reorder candidate
13,31,195.2040475851612,192,54.0,11.0,4,0,49.0,191.0,342.0,191.0,192.0,0,0,Reorder candidate
13,33,136.51838109581763,128,0.0,7.0,1,20,35.0,172.0,239.0,172.0,172.0,1,1,Urgent review
13,34,62.41986688683476,62,0.0,7.0,5,5,16.0,79.0,110.0,79.0,80.0,1,1,Urgent review
13,35,42.464905385498085,33,0.0,7.0,1,20,11.0,54.0,75.0,54.0,54.0,1,1,Urgent review
13,36,148.15700515493322,147,0.0,7.0,5,20,38.0,187.0,260.0,187.0,190.0,1,1,Urgent review
13,37,249.02282170467734,238,0.0,7.0,12,0,63.0,313.0,436.0,313.0,324.0,1,1,Urgent review
13,40,101.99899231604601,79,0.0,7.0,10,0,26.0,128.0,179.0,128.0,130.0,1,1,Urgent review
13,42,212.49119393479,221,0.0,7.0,6,5,54.0,267.0,372.0,267.0,270.0,1,1,Urgent review
13,43,272.05587226673026,288,83.0,7.0,10,20,69.0,259.0,477.0,259.0,260.0,0,0,Reorder candidate
13,48,189.7455861830254,197,54.0,13.0,4,0,48.0,184.0,333.0,184.0,184.0,0,0,Reorder candidate
13,50,212.7579369090677,241,16.0,13.0,1,10,54.0,251.0,373.0,251.0,251.0,0,1,Urgent review
13,52,127.39107648824968,132,76.0,14.0,2,5,32.0,84.0,223.0,84.0,84.0,0,0,Reorder candidate
13,54,194.0489461835263,188,0.0,7.0,6,20,49.0,244.0,340.0,244.0,246.0,1,1,Urgent review
13,55,150.9552560353096,148,0.0,7.0,12,0,38.0,189.0,265.0,189.0,192.0,1,1,Urgent review
14,3,187.36605082439596,196,0.0,7.0,12,10,47.0,235.0,328.0,235.0,240.0,1,1,Urgent review
14,4,32.966561888449114,28,0.0,7.0,10,0,9.0,42.0,58.0,42.0,50.0,1,1,Urgent review
14,5,296.6654372396725,325,0.0,7.0,2,0,75.0,372.0,520.0,372.0,372.0,1,1,Urgent review
14,6,227.35362143529412,256,0.0,7.0,5,0,57.0,285.0,398.0,285.0,285.0,1,1,Urgent review
14,7,182.39712266450098,214,11.0,13.0,5,0,46.0,218.0,320.0,218.0,220.0,0,1,Urgent review
14,8,112.03865483393517,109,65.0,10.0,4,10,29.0,77.0,197.0,77.0,80.0,0,0,Reorder candidate
14,10,198.8185659015336,213,0.0,7.0,12,20,50.0,249.0,348.0,249.0,252.0,1,1,Urgent review
14,12,56.463083423333394,51,0.0,7.0,10,10,15.0,72.0,99.0,72.0,80.0,1,1,Urgent review
14,13,267.56496466284176,269,59.0,8.0,1,10,67.0,276.0,469.0,276.0,276.0,0,1,Urgent review
14,14,206.44509826152392,209,0.0,7.0,10,5,52.0,259.0,362.0,259.0,260.0,1,1,Urgent review
14,15,200.53388196559717,203,0.0,7.0,10,10,51.0,252.0,351.0,252.0,260.0,1,1,Urgent review
14,18,127.30354908061413,137,0.0,7.0,1,5,32.0,160.0,223.0,160.0,160.0,1,1,Urgent review
14,19,215.92325898652632,241,12.0,6.0,2,20,54.0,258.0,378.0,258.0,258.0,0,0,Reorder candidate
14,20,213.09544862663185,231,0.0,7.0,12,20,54.0,268.0,373.0,268.0,276.0,1,1,Urgent review
14,24,239.63686713097826,256,31.0,14.0,6,20,60.0,269.0,420.0,269.0,270.0,0,1,Urgent review
14,25,171.6977842543342,162,51.0,4.0,5,10,43.0,164.0,301.0,164.0,165.0,0,0,Reorder candidate
14,26,41.884661120843525,34,0.0,7.0,6,0,11.0,53.0,74.0,53.0,54.0,1,1,Urgent review
14,32,119.22641712509935,120,109.0,14.0,5,20,30.0,41.0,209.0,41.0,45.0,0,0,Reorder candidate
14,33,141.02311902250918,149,0.0,7.0,1,20,36.0,178.0,247.0,178.0,178.0,1,1,Urgent review
14,34,77.62792272920564,73,0.0,7.0,5,5,20.0,98.0,136.0,98.0,100.0,1,1,Urgent review
14,39,218.5169153266371,210,17.0,14.0,2,10,55.0,257.0,383.0,257.0,258.0,0,1,Urgent review
14,41,200.05812536851812,173,0.0,7.0,10,0,51.0,252.0,351.0,252.0,260.0,1,1,Urgent review
14,43,173.0523700387278,177,78.0,5.0,10,20,44.0,140.0,303.0,140.0,140.0,0,0,Reorder candidate
14,44,70.621643351584,66,35.0,2.0,4,5,18.0,54.0,124.0,54.0,56.0,0,0,Reorder candidate
14,49,49.6910680832757,44,97.0,9.0,4,10,13.0,0.0,87.0,0.0,12.0,0,0,Reorder candidate
14,51,143.96191390822602,163,0.0,7.0,10,5,36.0,180.0,252.0,180.0,180.0,1,1,Urgent review
14,52,110.53284880210276,113,0.0,7.0,2,5,28.0,139.0,194.0,139.0,140.0,1,1,Urgent review
14,56,147.36902873090685,151,0.0,7.0,2,0,37.0,185.0,258.0,185.0,186.0,1,1,Urgent review
14,59,146.2914210226683,136,20.0,3.0,6,5,37.0,164.0,257.0,164.0,168.0,0,0,Reorder candidate
14,60,127.21669750439582,134,0.0,7.0,2,20,32.0,160.0,223.0,160.0,160.0,1,1,Urgent review
15,1,231.66815324602723,243,80.0,4.0,6,20,58.0,210.0,406.0,210.0,210.0,0,0,Reorder candidate
15,4,67.47066302431978,70,0.0,7.0,10,0,17.0,85.0,119.0,85.0,90.0,1,1,Urgent review
15,7,331.33784592854397,334,0.0,7.0,5,0,83.0,415.0,580.0,415.0,415.0,1,1,Urgent review
15,8,233.657947685233,214,84.0,6.0,4,10,59.0,209.0,409.0,209.0,212.0,0,0,Reorder candidate
15,9,146.22699764612744,134,0.0,7.0,5,10,37.0,184.0,256.0,184.0,185.0,1,1,Urgent review
15,10,449.487512260979,435,0.0,7.0,12,20,113.0,563.0,787.0,563.0,564.0,1,1,Urgent review
15,13,430.9769440310203,437,81.0,9.0,1,10,108.0,458.0,755.0,458.0,458.0,0,1,Urgent review
15,14,405.73077941939056,399,40.0,2.0,10,5,102.0,468.0,711.0,468.0,470.0,0,0,Reorder candidate
15,15,618.2992591878613,637,0.0,7.0,10,10,155.0,774.0,1083.0,774.0,780.0,1,1,Urgent review
15,17,298.41360731831026,288,0.0,7.0,10,0,75.0,374.0,523.0,374.0,380.0,1,1,Urgent review
15,18,246.88940912056515,253,0.0,7.0,1,5,62.0,309.0,433.0,309.0,309.0,1,1,Urgent review
15,23,286.089968158302,286,0.0,7.0,4,0,72.0,359.0,501.0,359.0,360.0,1,1,Urgent review
15,28,221.95553664901416,233,0.0,7.0,2,20,56.0,278.0,389.0,278.0,278.0,1,1,Urgent review
15,29,590.6961708770306,532,0.0,7.0,10,10,148.0,739.0,1034.0,739.0,740.0,1,1,Urgent review
15,30,303.59843113322654,297,47.0,14.0,5,10,76.0,333.0,532.0,333.0,335.0,0,1,Urgent review
15,31,564.1618440556825,585,0.0,7.0,4,0,142.0,707.0,988.0,707.0,708.0,1,1,Urgent review
15,32,320.0729864382742,330,0.0,7.0,5,20,81.0,402.0,561.0,402.0,405.0,1,1,Urgent review
15,33,185.04992064513806,167,0.0,7.0,1,20,47.0,233.0,324.0,233.0,233.0,1,1,Urgent review
15,35,63.07034980865722,56,0.0,7.0,1,20,16.0,80.0,111.0,80.0,80.0,1,1,Urgent review
15,36,336.8704145262641,367,0.0,7.0,5,20,85.0,422.0,590.0,422.0,425.0,1,1,Urgent review
15,39,440.2130336310083,453,0.0,7.0,2,10,111.0,552.0,771.0,552.0,552.0,1,1,Urgent review
15,42,508.22759454536816,464,10.0,6.0,6,5,128.0,627.0,890.0,627.0,630.0,0,0,Reorder candidate
15,44,143.91689298447005,148,0.0,7.0,4,5,36.0,180.0,252.0,180.0,180.0,1,1,Urgent review
15,47,342.9783144278119,329,119.0,10.0,6,0,86.0,310.0,601.0,310.0,312.0,0,0,Reorder candidate
15,49,117.63849287584182,107,112.0,13.0,4,10,30.0,36.0,206.0,36.0,36.0,0,0,Reorder candidate
15,50,318.69763106980326,302,0.0,7.0,1,10,80.0,399.0,558.0,399.0,399.0,1,1,Urgent review
15,52,207.7088242684428,203,28.0,7.0,2,5,52.0,232.0,364.0,232.0,232.0,0,1,Urgent review
15,54,324.7164151165787,294,116.0,11.0,6,20,82.0,291.0,569.0,291.0,294.0,0,0,Reorder candidate
15,55,358.5756615868935,356,67.0,3.0,12,0,90.0,382.0,628.0,382.0,384.0,0,0,Reorder candidate
15,57,297.05314738950364,315,0.0,7.0,5,5,75.0,373.0,520.0,373.0,375.0,1,1,Urgent review
15,58,408.89027622086246,427,0.0,7.0,2,0,103.0,512.0,716.0,512.0,512.0,1,1,Urgent review
15,59,283.1985420119165,284,81.0,6.0,6,5,71.0,274.0,496.0,274.0,276.0,0,0,Reorder candidate
16,2,172.99116771327502,163,9.0,6.0,5,0,44.0,208.0,303.0,208.0,210.0,0,0,Reorder candidate
16,3,276.384505072825,266,0.0,7.0,12,10,70.0,347.0,484.0,347.0,348.0,1,1,Urgent review
16,4,79.42251170202697,69,0.0,7.0,10,0,20.0,100.0,139.0,100.0,100.0,1,1,Urgent review
16,7,259.93217021296226,244,29.0,5.0,5,0,65.0,296.0,455.0,296.0,300.0,0,0,Reorder candidate
16,8,291.3776094137598,281,0.0,7.0,4,10,73.0,365.0,510.0,365.0,368.0,1,1,Urgent review
16,10,361.143265176265,362,0.0,7.0,12,20,91.0,453.0,633.0,453.0,456.0,1,1,Urgent review
16,11,299.4371091782918,306,0.0,7.0,10,5,75.0,375.0,525.0,375.0,380.0,1,1,Urgent review
16,12,135.4168146889383,131,90.0,9.0,10,10,34.0,80.0,237.0,80.0,80.0,0,0,Reorder candidate
16,13,489.67699321556825,515,0.0,7.0,1,10,123.0,613.0,857.0,613.0,613.0,1,1,Urgent review
16,14,313.6268271518644,292,0.0,7.0,10,5,79.0,393.0,549.0,393.0,400.0,1,1,Urgent review
16,19,469.23507872393066,489,0.0,7.0,2,20,118.0,588.0,822.0,588.0,588.0,1,1,Urgent review
16,20,403.39392806229233,429,0.0,7.0,12,20,101.0,505.0,706.0,505.0,516.0,1,1,Urgent review
16,23,185.87221683709538,184,0.0,7.0,4,0,47.0,233.0,326.0,233.0,236.0,1,1,Urgent review
16,24,431.6481569856608,394,0.0,7.0,6,20,108.0,540.0,756.0,540.0,540.0,1,1,Urgent review
16,25,592.7188561825851,641,24.0,9.0,5,10,149.0,718.0,1038.0,718.0,720.0,0,1,Urgent review
16,27,323.2562144719081,361,97.0,12.0,10,5,81.0,308.0,566.0,308.0,310.0,0,0,Reorder candidate
16,29,366.32356240430977,387,88.0,3.0,10,10,92.0,371.0,642.0,371.0,380.0,0,0,Reorder candidate
16,30,318.43068987321635,296,58.0,13.0,5,10,80.0,341.0,558.0,341.0,345.0,0,1,Urgent review
16,31,271.03708041278526,285,48.0,5.0,4,0,68.0,292.0,475.0,292.0,292.0,0,0,Reorder candidate
16,32,215.58255994637236,223,0.0,7.0,5,20,54.0,270.0,378.0,270.0,270.0,1,1,Urgent review
16,35,56.48655539661437,44,21.0,5.0,1,20,15.0,51.0,99.0,51.0,51.0,0,0,Reorder candidate
16,36,489.5071818986436,483,0.0,7.0,5,20,123.0,613.0,857.0,613.0,615.0,1,1,Urgent review
16,39,455.586749948037,422,12.0,6.0,2,10,114.0,558.0,798.0,558.0,558.0,0,0,Reorder candidate
16,44,140.73132936444125,145,84.0,13.0,4,5,36.0,93.0,247.0,93.0,96.0,0,0,Reorder candidate
16,45,257.4104943429403,260,0.0,7.0,12,10,65.0,323.0,451.0,323.0,324.0,1,1,Urgent review
16,46,92.83317856964953,92,0.0,7.0,5,0,24.0,117.0,163.0,117.0,120.0,1,1,Urgent review
16,47,512.145759296178,520,0.0,7.0,6,0,129.0,642.0,897.0,642.0,642.0,1,1,Urgent review
16,49,146.96370510652326,154,0.0,7.0,4,10,37.0,184.0,258.0,184.0,184.0,1,1,Urgent review
16,50,330.896306278203,322,0.0,7.0,1,10,83.0,414.0,580.0,414.0,414.0,1,1,Urgent review
16,52,192.5940374437792,204,0.0,7.0,2,5,49.0,242.0,338.0,242.0,242.0,1,1,Urgent review
16,55,317.26106698089455,328,0.0,7.0,12,0,80.0,398.0,556.0,398.0,408.0,1,1,Urgent review
16,59,270.33784720407823,291,0.0,7.0,6,5,68.0,339.0,474.0,339.0,342.0,1,1,Urgent review
17,6,505.20509221186063,528,33.0,6.0,5,0,127.0,600.0,885.0,600.0,600.0,0,0,Reorder candidate
17,7,448.53745731509525,437,0.0,7.0,5,0,113.0,562.0,785.0,562.0,565.0,1,1,Urgent review
17,9,231.24588989923345,231,105.0,11.0,5,10,58.0,185.0,405.0,185.0,185.0,0,0,Reorder candidate
17,10,454.0227599330537,446,98.0,11.0,12,20,114.0,471.0,795.0,471.0,480.0,0,1,Urgent review
17,11,513.4816717339485,504,0.0,7.0,10,5,129.0,643.0,899.0,643.0,650.0,1,1,Urgent review
17,14,394.1258572485191,397,97.0,12.0,10,5,99.0,397.0,690.0,397.0,400.0,0,1,Urgent review
17,17,427.9047208232137,402,77.0,10.0,10,0,107.0,458.0,749.0,458.0,460.0,0,1,Urgent review
17,20,426.06575602350273,407,101.0,6.0,12,20,107.0,433.0,746.0,433.0,444.0,0,0,Reorder candidate
17,23,207.95727333909005,211,0.0,7.0,4,0,52.0,260.0,364.0,260.0,260.0,1,1,Urgent review
17,24,388.7335878340679,363,35.0,7.0,6,20,98.0,452.0,681.0,452.0,456.0,0,1,Urgent review
17,25,570.5220529918299,558,0.0,7.0,5,10,143.0,714.0,999.0,714.0,715.0,1,1,Urgent review
17,26,136.1268300734256,133,90.0,12.0,6,0,35.0,82.0,239.0,82.0,84.0,0,0,Reorder candidate
17,27,366.87757508548674,353,65.0,10.0,10,5,92.0,394.0,643.0,394.0,400.0,0,1,Urgent review
17,28,315.40498954302114,337,0.0,7.0,2,20,79.0,395.0,552.0,395.0,396.0,1,1,Urgent review
17,29,557.9178917090204,567,16.0,8.0,10,10,140.0,682.0,977.0,682.0,690.0,0,1,Urgent review
17,30,610.2682445088029,638,0.0,7.0,5,10,153.0,764.0,1068.0,764.0,765.0,1,1,Urgent review
17,31,392.815815049764,381,111.0,14.0,4,0,99.0,381.0,688.0,381.0,384.0,0,0,Reorder candidate
17,35,77.72265767735487,66,0.0,7.0,1,20,20.0,98.0,137.0,98.0,98.0,1,1,Urgent review
17,37,423.7155078186867,404,19.0,12.0,12,0,106.0,511.0,742.0,511.0,516.0,0,1,Urgent review
